가수,제목,발매일,장르,가사
Armaan Malik,next 2 me,2020.06.12,POP,no lyrics
Mina Okabe,Every Second,2021.08.27,POP,"Every second, every dayI spend hoping we never change, love when youNever wait or hesitateTo tell me what is on your mind, really doEnjoy your company, I think you would agree Just where you'd rather be is right here with meMake my day in every wayKnow I'll be ok when you are aroundI just want to stopWorrying 'bout what could comeI really like it here in your armsThinking this is where I belongI had no doubt in my mind we would make it far Now I fear a change, want time to stopWaiting for an argumentInevitable, but don't know how bad The smallest things will get to you Hoping we won't be a thing of the pastBut where we are today is where I want to stay Leave worries far away when you're here with meI should just enjoy this timeIn case we end up leaving all this behindI just need to stopWorrying 'bout what could comeI really like it here in your armsThinking this is where I belongI had no doubt in my mind we would make it far Now I fear a change, want time to stopYeah, I'm always with youI wanna remember this moment in time Though I'm always with youI wanna remember if we leave this behindI really like it here in your armsThinking this is where I belongI had no doubt in my mind we would make it far Now I fear a change, want time to stopI really like it here in your armsThinking this is where I belongI had no doubt in my mind we would make it far Now I fear a change, want time to stopYeah, I'm always with youI wanna remember this moment in time Though I'm always with youI wanna remember if we leave this behindYeah, I'm always with youI wanna remember this moment in time Though I'm always with youI wanna remember if we leave this behind
"
Britney Spears,Gimme More,2007.10.30,POP,It's Britney bitchI see youand I just wannadance with youEverytime theyturn the lights downJust wanna go thatextra mile for youYou got publicdisplay of affectionFeel's like no one elsein the room but youWe can get downlike there's no one aroundWe'll keep on rockin'We'll keep on rockin'We'll keep on rockin'Keep on rockin'Cameras are flashingwhile we're dirty dancingThey keep watchin'They keep watchin'Keep watchinFeel's like thecrowd is sayingGimme gimme moreGimme moreGimme gimme moreGimme gimme moreGimmeGimme gimme moreGimme gimme moreGimme moreGimme gimme moreGimme gimme moreGimmeGimme gimme moreA center of attentionCan you feel thatEven when they're upagainst the wallYou got me in acrazy positionIf you're on a missionYou got my permissionWe can get downlike there's no one aroundWe'll keep on rockin'Keep on rockin'We'll keep on rockin' rockin'Cameras are flashing whilewe're dirty dancingThey keep watchin'Keep watchinGimme gimme moreGimme moreGimme gimme moreGimme gimme moreGimmeGimme gimme moreGimme gimme moreGimme moreGimme gimme moreGimme gimme moreGimmeGimme gimme moreI just can'tcontrol myself ohThey want moreWell I'll give'em more ohGimme gimme moreGimme moreGimme gimme moreGimme gimme moreGimmeGimme gimme moreGimme gimme moreGimmeGimme gimme moreGimme gimme moreGimmeGimme gimme moreOoh ooh ooh ooh ah oohGimme more gimme moreNo no no nonononoGimme moreGimme moreI just wanna moreOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahOoh ah ah ah ah ah ahGimme gimmeGimmeGimme gimmeGimme gimmeGimmeGimme gimmeGimme gimmeGimmeGimme gimmeGimme gimmeGimmeGimme gimmeBet you didn't seethis one comingThe incredible LygoThe lengendaryMiss Britney Spears ha haAnd the unstoppable DanjaHa you gonna have toremove meCause I ain't goin' no whereha hamore 
Little Mix,Shout Out To My Ex,2016.11.18,POP,This is a shout out to my exHeard he in lovewith some other chickYeah yeah that hurt me I'll admitForget that boyI'm over itI hope she gettin’ better sexHope she ain't fakin’it like I did babeTook four long years to call it quitsForget that boyI'm over itGuess I should say thank youFor the hate yous and the tattoosOh baby I'm cool by the wayAin't sure I loved you anywayGo head babeI'mma live my life my life yeahShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I I'm all the way upI swear you'll never bring me downShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I'm I'm all the way upI swear you'll neveryou'll never bring me downOh I deleted all your picsThen blocked your numberfrom my phoneYeah yeahyou took all you could getBut you ain't gettingthis love no more‘Cause now I'm living so legitEven though you brokemy heart in two babyBut I snapped right backI'm so brand new babyBoy read my lipsI'm over you over you uhGuess I should say thank youFor the hate yous and the tattoosOh baby I'm cool by the wayAin't sure I loved you anywayGo head babeI'mma live my life my life yeahShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I'm I'm all the way upI swear you'll neverbring me downShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I'm I'm all the way upI swear you'll neveryou'll never bring me downYou’ll never bring me downShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I'm all the way upI swear you'll neveryou'll never bring me downShout out to my exyou're really quite the manYou're quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWell I'm I'm all the way upI swear you'll never bring me downYou'll never bring me downShout out to my exyou're really quite the manYou made my heart breakand that made me who I amHere's to my ex heylook at me nowWon't you just look at me nowWell I'm all the way upI swear you'll neveryou'll never bring me downYeah oh oh na naYou'll never bring me down
almost monday,broken people,2019.10.25,POP,I'm wondering how longI can get bySeems so wrongbut I know I'll be alrightOnly been down for a minutefeels so long when I'm in itHoldin' on to the ticketSome things are hard to getSome nights that I regretBut I'm cleaning up the messCuz we're all just broken peopleand we don't know whyBut we're keeping it togethercuz we gotta tryCuz we're all just broken peopleand we don't know whyPut me back togetherput me back togetherBut we're keeping it togethercuz we gotta tryPut me back togetherput me back togetherSo caught up I've got my backagainst the wallLosing hope I'm brokewith no one else to callSome things are hard to getSome nights that I regretBut I'm cleaning up the messCuz we're all just broken peopleand we don't know whyPut me back togetherput me back togetherBut we're keeping it togethercuz we gotta tryPut me back togetherput me back togetherCuz we're all just broken peopleand we don't know whyPut me back togetherput me back togetherBut we're keeping it togethercuz we gotta tryPut me back togetherput me back together1 to 99 years oldYa we all cry and we all holdon to what we canbefore it's goneYa let me get a little technicalyou've got understandyou got love the worldwe got to work togetherand make each other wholeCuz we're all just broken peopleand we don't know whyBut we're keeping it togethercuz we gotta tryCuz we're all just broken peopleand we don't know whyPut me back togetherput me back togetherBut we're keeping it togethercuz we gotta tryPut me back togetherput me back togetherCuz we're all just broken peopleand we don't know whyBut we're keeping it togethercuz we gotta try
Justin Bieber,Intentions (Feat. Quavo),2020.02.14,POP,Picture perfectYou don't need no filterGorgeous make 'em drop deadyou a killerShower you with all my attentionYeah these are my only intentionsStay in the kitchen cookin' upGot your own breadHeart full of equityYou're an assetMake sure that you don't needno mentionsYeah these are my only intentionsShout out to your momand dad for makin' youStandin' ovationThey did a great job raisin' youWhen I createYou're my museThat kind of smileThat makes the newsCan't nobody throw shadeon your name in these streetsTriple threat you're a bossYou a bae you a beastYou make it easy to chooseYou got a mean touchI can't refuseNo I can't refuse itPicture perfectYou don't need no filterGorgeous make 'em drop deadyou a killerShower you with all my attentionYeah these are my only intentionsStay in the kitchen cookin' upGot your own breadHeart full of equityYou're an assetMake sure that you don't needno mentionsYeah these are my only intentionsAlready passedYou don't need no approvalGood everywhereDon't worry 'bout no refusalSecond to noneYou got the upper hand nowDon't need a sponsor nopeYou're the brand nowYou're my rock my ColoradoGot that ring just like TorontoLovin' you nowA little more tomorrowThat's how I feelAct like you know that you arePicture perfectYou don't need no filterGorgeous make 'em drop deadyou a killerShower you with all my attentionYeah these are my only intentionsStay in the kitchen cookin' upGot your own breadWhip itHeart full of equityYou're an assetAssetMake sure that you don't needno mentionsYeah yeahYeah these are my only intentionsQuavoNo cap no pretendin'You don't need mentionsNo capGot 'em same goalsThey don't wanna be independent'PendentTell them to mind your bidness WooWe in our feelingsIt's fifty fifty percentage FiftyAttentionWe need commitment OhWe gotta both admit it BothIt's funny we both listen BothIt's a blessing Blessing'Cause we both get it BothYou the best thing WooAnd I don't need a witnessBest thingI'ma find me a ringand pray it's perfect fittedPerfect perfectPicture perfectYou don't need no filterNo filterGorgeous make 'em drop deadYou a killer Oh ohShower you with all my attentionI willYeah these are my onlyintentions YeahStay in the kitchen cookin' upGot your own breadYou doHeart full of equityYou're an asset Uh huhMake sure that you don't needno mentions No mentionsYeah these are my only intentionsOnly intentionsThat's all I plan to do
Sub Urban,INFERNO,2021.08.13,POP,No haloBaby I’m the reasonwhy hell’s so hotInfernoBaby I’m the reasonwhy bad’s so funHell’s so hotOh soTerribly terribleShe’s the villainOne as sweet as caramelShe’s my saintThink I’m getting butterfliesBut it’s reallySomething telling me to run awayNo haloBaby I’m the reasonwhy hell’s so hotInfernoBaby I’m the reasonwhy bad’s so funHell’s so hotOh soNah nah nahNah nah nahYeah yeah yeahNah nah nahNah nah nahBad’s so funHell’s so hotOh soManic like a chandelierCrack the ceilingMarie-Antionette oh she’sLost her headFalling for exteriorsAs appealingAs they might beI know I’m afraidNo haloBaby I’m the reasonwhy hell’s so hotInfernoBaby I’m the reasonwhy bad’s so funHell’s so hotOh soAh ah ah ahAh ah ah ah ah ahAh ah ah ahBad’s so funHell’s so hotOh soNah nah nahNah nah nahYeah yeah yeahNah nah nahNah nah nahBad’s so funHell’s so hotOh so hot
Anthony Russo,Nobody To Love,2020.08.06,POP,I pull the Wraith out justso I can get some space sometimeswooooooRemember days when I wasscrapin' just to count up dimeswooooooDon't know how to feelwith the world in my hands'Cause I'm from a place where they told me I can't You keep your favours I can make it on my own I'm fineDon't need nobody to love meEverybody call me 'cause theydon't need no friendsShorty says she love meDon't need nobody to love meEverybody call me 'cause theydon't need no friendsShorty says she love mebecause I'm a close friendBeen on the run latelyTime for some fun maybeWell hop in the whipI need to getSome Malibu sun babyI'm on own timeFinally done chasin''Cause we goin' upwe goin' up we goin' up ayyCountry grammar sh*St. LouisGot my brothers with meLA might be litBut admitIt's not always prettyPlease don't fall in lovein love yeah yeahPlease don't fall in love no noI pull the Wraith out justso I can get some space sometimeswooooooRemember days whenI was scrapin' justto count up dimeswooooooDon't know how to feelwith the world in my hands'Cause I'm from a placewhere they told me I can'tYou keep your favoursI can make it on my own I'm fineDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love meDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love mebecause I'm a close friendDon't take it personalI just need to go Need to goLow-key movin'That's the blueprintThey don't need to knowOut in Portugal AyyApanhar a solIf this sh* get too crazyThat's where we finna roll ayyI don't wanna be famousToo many new facesI just wanna make musicLike I was back inthe basement yeahDid it for the lovethe love yeah yeahLove was all it was no noI pull the Wraith outjust so I can get somespace sometimeswooooooRemember days whenI was scrapin' justto count up dimeswooooooDon't know how to feelwith the world in my hands'Cause I'm from a placewhere they told me I can'tYou keep your favoursI can make it on my own I'm fineDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love meDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love meDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love meDon't need nobody to love meEverybody call me 'causethey don't need no friendsShorty says she love meDon't need nobody to love me
Bebe Rexha,I'm a Mess,2018.06.22,POP,Everything's been so messed up here latelyPretty sure he don't wanna be my babyOh he don't love me he don't love me he don't love me he don't love meBut that's OK'Cause I love me yeah I love me yeah I love me yeah I love myself anyway heyEverything's gonna be alrightEverything's gonna be OKIt's gonna be a good good lifeThat's what my therapist sayEverything's gonna be alrightEverything's gonna be just fineIt's gonna be a good good lifeI'm a mess I'm a loserI'm a hater I'm a userI'm a mess for your love it ain't newI'm obsessed I'm embarrassedI don't trust no one around usI'm a mess for your love it ain't newWoo-ooo-ooo-oooAh ah ahWoo-ooo-ooo-oooAh ah ahNobody shows up unless I'm payingHave a drink on me cheers to the failingOh he don't love me he don't love meHe don't love me he don't love meBut that's okayCause I love me yeah I love meYeah I love me yeah I love myself anywayHeyEverything's gonna be alrightEverything's gonna be okayIt's gonna be a good good lifeThat's what my therapist sayEverything's gonna be alrightEverything's gonna be just fineIt's gonna be a good good lifeI'm a mess I'm a loserI'm a hater I'm a userI'm a mess for your love it ain't newI'm obsessed I'm embarrassedI don't trust no one around usI'm a mess for your love it ain't newWoo-ooo-ooo-oooAh ah ahWoo-ooo-ooo-oooAh ah ahEverything's gonna be alright alrightEverything's gonna be just fine just fineIt's gonna be a good good lifeI'm a mess I'm a loserI'm a hater I'm a userI'm a mess for your love it ain't newI'm obsessed I'm embarrassedI don't trust no one around usI'm a mess for your love it ain't newWoo-ooo-ooo-oooAh ah ahWoo-ooo-ooo-oooAh ah ah
Anne-Marie,To Be Young (feat. Doja Cat),2020.07.17,POP,They tell meI should make a plan for lifeAll I’m thinking boutis what to do tonightHundred miles an hourno headlightsOn an open road ohWe do whatwe can to dull the painPinky promise thingswill stay the sameEven when I’m oldI’ll know your nameAnywhere we go ohDye my hair a million coloursDream I’ll make a billion dollarsI swear that daycan’t come soon enoughIn the meantime we justFall in love broken heartBreak the rules drink too muchWe’re all a mess but I guessThis is what it feels like to be youngTake a punch get back upAct a fool give a fuckWe’re are all a mess but I guessThis is what it feels like to be youngSmall town andwe’re drinking all the liquorEvery night trying tofeel something biggerHotboxing the car in the winterWe don’t wanna go homeAnd I’ll dye my hair a million coloursDream I’ll make a billion dollarsI swear that daycan’t come soon enoughIn the meantime we justFall in love broken heartBreak the rules drink too muchWe’re all a mess but I guessThis is what it feels like to be youngTake a punch get back upAct a fool give a fuckWe’re all a mess but I guessThis is what it feels like to be youngThis can’t be real lifedon’t even feel highMaybe if you’ll take one with methen it’ll feel rightDon’t want to know what standingstill would even feel likeWanted to fit in when I didn’tnow I knowAnd I just want freedomcan’t be lonelyHeartless hopeful stupid phoneySay they love me but won’t show meGuess this is how it feels liketo be youngFall in love Broken heartBreak the rules drink too muchWe’re all a mess but I guessThis is what it feels like to be youngTake a punch get back upAct a fool give a fuckWe’re all a mess but I guessThis is what it feels like to be youngYa oh oh ho ya oh oh hoThis is what it feels like to be youngbe youngThis is what it feels like to be young
easy life,daydreams,2020.10.21,POP,Daydreaming and I'm thinking of youDaydreaming and I'm thinking of youDaydreaming and I'm thinking of youDaydreaming andI'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonDaydreaming andI'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonAnd all I ever see inside is youKaleidoscopin' visionMaybe I should goand fix me some Berocca'Cause I'm the real top drawGoing topper top top'til I can't speak properSo do me a favour say it's overSo I can get busy getting soberWe used to get busy on my sofaNow I sit on my own likeDaydreamingand I'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonDaydreaming and I'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonYou know all I ever see inside is youIt's disappointingand anticlimacticalYou read my messagesbut didn't get back at allBut that's the privilegeof being beautifulDip below the surfacelike the springtime daffodilsAnd I've been sippingwhite lightningAnd it's very very frighteningYou being in my daydreamsis ever excitingBut what did I expect fromyou didn't anticipatewhat a beauty queen could doDaydreamingand I'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonDaydreaming and I'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonAnd all I ever see inside is youDaydreaming and I'm thinking of youDaydreaming and I'm thinking of youDaydreaming and I'm thinking of youDaydreamingand I'm thinking of youDay drinking justfor something to doYou know I daydreaming'til the late afternoonAnd all I ever see inside is youDaydreaming and I'm thinking of youDaydreaming and I'm thinking of you
Jax,To All the Boys I’ve Loved Before,2022.01.20,POP,Shoutout to all the boysI've loved beforeFor teaching me I needed moreI'm kinda gladthey broke my heart 'causeNow it's yoursI loved two guys from ConnecticutWith two closets full of skeletonsAnd I couldn't be a therapist for themAnd I loved a kid from HollywoodBut he cheated on me'cause he couldAnd I went fullCarrie Underwood on himOoh I love the shitthey put me throughBecause it led me to youI kissed a lot of frogsto get to the princeShoutout to all the boysI've loved beforeFor teaching me I needed moreI'm kinda gladthey broke my heart 'causeNow it's yours now it's yoursShoutout to all the boysI've loved beforeFor all the fucking drama I enduredBut now I don't cry anymore'Cause you're nothing like the boysI loved beforeI loved someone from New JerseyBut he really really hurt me'Cause it weirdly made himhappy to see me sadBut you're from ArizonaOh my God I love SedonaMan you evenmake corona not so badOoh I love the shitthey put me throughBecause it led me to youI kissed a lot of frogs toget to the princeShoutout to all the boysI've loved beforeFor teaching me I needed moreI'm kinda gladthey broke my heart 'causeNow it's yours now it's yoursShoutout to all the boysI've loved beforeFor all the fucking drama I enduredBut now I don't cry anymore'Cause you're nothing like the boysI loved beforeShoutout to all the boysI've loved beforeFor teaching me I needed moreI lost a battle not the war 'causeNow I'm yours hey heyShoutout to all the boysI've loved beforeFor teaching me I needed moreI'm kinda gladthey broke my heart 'causeNow it's yours now it's yoursShoutout to all the boysI've loved beforeFor all the fucking drama I enduredBut now I don't cry anymore'Cause you're nothinglike the boys I loved before
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),2019.07.12,POP,She got the mmm brown eyescaramel thighs long hairno wedding ring heyI saw you lookingfrom across the wayand now I really wannaknow your nameShe got the mmm white dressbut when she’s wearing lessman you knowthat she drives me crazyThe mmm brown eyesbeautiful smileYou know I love watchingyou do your thingI love her hips curveslips say the wordsTe amo mamiTe amo mamiI kiss herThis love is like a dreamSo join me in this bedthat I’m inPush up on me and sweat darlingSo I’m gonna put my time inI won’t stopuntil the angels singJump in that water be freeCome south of the border with meJump in that water be freeCome south of the border with meHe got the mmm green eyesgiving me signsThat he really wants to getto know my name heyI saw you lookingfrom across the wayand suddenlyI’m glad I cameAy ven paraca quiero bailartoma mi manoQuiero sentir tu cuerpomi estas sembrandoMmm green eyes taking your timeAnd now we knowwe’ll never be the sameI love his hips curveshe says the wordsTe amo mami huh te amo mamiDon’t wake upthis love is like a dreamSo join me in this bedthat I’m inPush up on me and sweat darlingSo I’m gonna put huh my time inI won’t stopuntil the angels singJump in that water be freeCome south of the border with meJump in that water be freeCome south of the border with meRrrraFlawless diamondsin a green field near Buenos AiresUntil the sun’s risingWe won’t stopuntil the angels singJump in that water be freeCome south of the border with meJump in that water be freeCome south of the border with meBardi uhYou never live‘til you risk your lifeYou want your shine you gottaget more ice ice iceAm I your loveror I’m just your viceA little crazybut I’m just your type okurrrYou want the lips and the curvesNeed the whips and the fursAnd the diamonds I preferIn my closet his and hers heyHe want that little mamacitamargherita margheritaI think that Ed gota little jungle fever ehYou are more than something boringLegs open and tongue outMichael Jordan uhGo exploring woop woopin something foreign skrrt skrrtBust it up a rain forest itbe pouring yeahKiss me like you need merub me like geeniePull up to my spot a LamborghiniCoz you gotta see menever leave meYou got a girl that couldfinally do it allDrop an album drop a babybut I never drop the ball uhSo join me in this bed this bedthat I’m in that I’m inPush up on meand sweat darling yeah yeahSo I’m gonna put huh my time inI won’t stopuntil the angels singJump in that water be freeCome south of the border with meCome south of the borderthe borderCome south of the border with meCome south of the borderthe borderCome south of the border with meJump in that water be freeCome south of the border with meJump in that water be freeCome south of the border with me
Olivia Rodrigo,good 4 u,2021.01.08,POP,"(Ah)[Verse 1]Well, good for you, I guess you moved on really easilyYou found a new girl and it only took a couple weeksRemember when you said that you wanted to give me the world?(Ah-ah-ah-ah)And good for you, I guess that you've been workin' on yourselfI guess that therapist I found for you, she really helpedNow you can be a better man for your brand new girl[Chorus]Well, good for youYou look happy and healthy, not meIf you ever cared to askGood for youYou're doin' great out there without me, babyGod, I wish that I could do thatI've lost my mind, I've spent the nightCryin' on the floor of my bathroomBut you're so unaffected, I really don't get itBut I guess good for you[Verse 2]Well, good for you, I guess you're gettin' everything you want (Ah)You bought a new car and your career's really takin' off (Ah)It's like we never even happenedBaby, what the fuck is up with that? (Ah)And good for you, it's like you never even met meRemember when you swore to God I was the onlyPerson who ever got you? Well, screw that, and screw youYou will never have to hurt the way you know that I do[Chorus]Well, good for youYou look happy and healthy, not meIf you ever cared to askGood for youYou're doin' great out there without me, babyGod, I wish that I could do thatI've lost my mind, I've spent the nightCryin' on the floor of my bathroomBut you're so unaffected, I really don't get itBut I guess good for you[Break](Ah-ah-ah-ah)(Ah-ah-ah-ah)[Bridge]Maybe I'm too emotionalBut your apathy's like a wound in saltMaybe I'm too emotionalOr maybe you never cared at allMaybe I'm too emotionalYour apathy is like a wound in saltMaybe I'm too emotionalOr maybe you never cared at all[Chorus]Well, good for youYou look happy and healthy, not meIf you ever cared to askGood for youYou're doin' great out there without me, babyLike a damn sociopathI've lost my mind, I've spent the nightCryin' on the floor of my bathroomBut you're so unaffected, I really don't get itBut I guess good for you[Outro]Well, good for you, I guess you moved on really easily
"
Troye Sivan,HEAVEN,2016.01.23,POP,The truth runs wildLike a tear down a cheekTrying to save faceand daddy heart breakI'm lying through my teethThis voice insideHas been eating at meTrying to replacethe love that I fakeWith what we both needThe truth runs wildLike kids on concreteTrying to sedatemy mind in it's cageAnd numb what I seeAwake wide eyedI'm screaming at meTrying to keep faithand picture his faceStaring up at meWithout losing a piece of meHow do I get to heavenWithout changing a part of meHow do I get to heavenAll my time is wastedFeeling like my heart's mistaken ohSo if I'm losing a piece of meMaybe I don't want heavenThe truth runs wildLike the rain to the seaTrying to set straightthe lines that I traceTo find some reliefThis voice insideHas been eating at meTrying to embracethe picture I paintAnd colour me freeWithout losing a piece of meHow do I get to heavenWithout changing a part of meHow do I get to heavenAll my time is wastedFeeling like my heart's mistaken ohSo if I'm losing a piece of meMaybe I don't want heavenSo I'm counting to fifteenCounting to fifteencounting to fifteenSo I'm counting to fifteenCounting to fifteencounting to fifteenSo I'm counting to fifteenCounting to fifteencounting to fifteenSo I'm counting to fifteenCounting to fifteencounting to fifteenWithout losing a piece of meHow do I get to heavenWithout changing a part of meHow do I get to heavenAll my time is wastedFeeling like my heart's mistaken ohSo if I'm losing a piece of meMaybe I don't want heavenThe truth runs wildLike a tear down a cheek
Ylvis,The Fox (What Does the Fox Say?),2013.09.02,POP,Dog goes woofCat goes meowBird goes tweetand mouse goes squeekCow goes mooFrog goes croakand the elephant goes tootDucks say quackand fish go bluband the seal goes ow ow owBut there's one soundThat no one knowsWhat does the fox sayRing ding ding ding dingeringedingGering ding ding dingdingeringedingGering ding ding dingdingeringedingWhat the fox sayWa pa pa pa pa pa powWa pa pa pa pa pa powWa pa pa pa pa pa powWhat the fox sayHatee hatee hatee hoHatee hatee hatee hoHatee hatee hatee hoWhat the fox sayJoff tchoff tchoffo tchoffo tchoffTchoff tchoff tchoffotchoffo tch offJoff tchoff tchoffo tchoffo tchoffWhat the fox sayBig blue eyesPointy noseChasing miceand digging holesTiny pawsUp the hillSuddenly you're standing stillYour fur is redSo beautifulLike an angel in disguiseBut if you meeta friendly horseWill you communicate bymo o o o orsemo o o o orsemo o o o orseHow will you speak to thatho o o o orseho o o o orseho o o o orseWhat does the fox sayJacha chacha chacha chowChacha chacha chacha chowChacha chacha chacha chowWhat the fox sayFraka kaka kaka kaka kowFraka kaka kaka kaka kowFraka kaka kaka kaka kowWhat the fox sayA hee ahee ha heeA hee ahee ha heeA hee ahee ha heeWhat the fox sayA oooo oo oooWoo oo oo oooWhat does the fox sayThe secret of the foxAncient mysterySomewhere deep in the woodsI know you're hidingWhat is your soundWill we ever knowWill always be a mysteryWhat do you sayYou're my guardian angelHiding in the woodsWhat is your soundWa wa way do Wub wid bid dum way do Wa wa way doWill we ever knowBay budabud dum bamI want to knowMama dum day doI want to knowI want to knowAbay ba da bum bum bay do
Why Don't We,Hooked,2018.06.07,POP,Ooh you got a bad you got youYou've got a bad reputationin my neighborhoodYou drive me mad with temptation'cause it tastes so goodYou know I wouldn't walk awayeven if I couldIt took one night one try ayyDamn I'm hooked ohYou were there when I was lowyou held me highAnd baby when you take controlwe can go all nightEvery single place we goyou start a fightBut then you kiss my neckand take a biteEverybody says I'm sleepingwith the enemyI don't even care if you're gonna bethe death of me me meYou've got a bad reputationin my neighborhoodYou drive me mad with temptation'cause it tastes so goodYou know I wouldn't walk awayeven if I couldIt took one night one try ayyDamn I'm hookedOoh I'm hookedOoh I'm hooked brrr ah pa paOoh I know that I shouldn't touchbut you twist my heart'Cause I can never get enoughonce the feeling startsBaby I'm the gasolineand your kiss is the sparkBut then you take the wheeland crash my carEverybody says I'm sleepingwith the enemyI don't even care if you're gonna bethe death of me me meYou've got a bad reputationin my neighborhoodYou drive me mad with temptation'cause it tastes so goodYou know I wouldn't walk awayeven if I couldIt took one night one try ayyDamn I'm hookedOoh I'm hookedOoh I'm hookedYou got me under your influenceI swear I'm never gonna give you upup up up up up upYou've got a bad reputationin my neighborhoodYou drive me mad with temptation'cause it tastes so goodYou know I wouldn't walk awayeven if I couldIt took one night one try ayyDamn I'm hookedOoh I'm hookedOoh I'm hooked oh
PRETTYMUCH (프리티머치),Up to You (feat. NCT DREAM),2019.11.22,POP,It's PRETTYMUCHLeave it up to you baby BabyIf you wanna spent the nightwhen the time is rightLeave it up to you babyWhenever you’re comfortablewe can make that moveLeave it up to youNobody watchingnow I got you all aloneno interruptions YeahIt's hard for meto hold my own and hold backNo cap no capBefore we do some thingswe 'bout to both regretlet’s intermission YeahI should drive you homedarling ASAPNo cap no cap SheeBefore we hit the roadif you ain't ready to goOh just tell me that you're sureyou're sure Sure'Cause I really want you to staybut this ain't up to meOh I just wanna make sureyou're sure HeyLeave it up to you baby BabyIf you wanna spent the nightwhen the time is rightLeave it up to you babyWhenever you're comfortablewe can make that moveLeave it up to you원하면 말해 기다려 줄게너와 내 사이 거리 이 정도면 어때Yeah 우린 서서히서로를 끌어 당기지난 네게 맞춰 갈게 걱정할 것 없어Before we hit the roadif you ain’t ready to goOh just tell methat you’re sureyou're sure’Cause I really want you to staybut this ain't up to me OhOh I just wanna make sureyou're sureLeave it up to you baby BabyIf you wanna spent the nightwhen the time is rightLeave it up to you babyWhenever you're comfortablewe can make that moveLeave it up to youAin’t no pressure oh yeahWe can keep this right hereBaby when you're ready oh yeahKnow I'm down to go thereLeave it up to youAin't no pressure oh yeahWe can keep this right hereBaby when you're ready oh yeahKnow I'm down to go thereLeave it up to youIf you're downand you're ready to rockYeah-yeahI'm not gonna make you stop haYeah-yeahGot time we can start the clockThat's right that's rightI'm not gonna make you stopYeah-yeahIf you're downand you're ready to rockPRETTYMUCH ayyI'm not gonna make you stopGot time we can start the clockI'm not gonna make you stopLeave it up to you
Christopher,Heartbeat,2017.01.13,POP,It's like a song that no one hearsI'm screaming outbut you're not hereAll I wanna doAll I wanna do is say I love youAll I wanna doAll I wanna do is say I careWords don't workFeeling like they have no worthHere and nowThere's nothing in betweenHow could I ever describethe way I feelWhy should I even trywhen obviouslyAll the words that I sayseem to get in my wayOnly wish I couldsay it with a heartbeatSay it with aSay it with a say it with aSay it with a say it with aSay it with a say it with aIt's like a stage without a crowdOur best performersbut no one's proudAll I wanna doAll I wanna do is say I love youAll I wanna doAll I wanna do is say I careI swear my words don't workFeeling like they have no worthHere and nowThere's nothing in between noHow could I ever describethe way I feelWhy should I even trywhen obviouslyAll the words that I sayseem to get in the wayOnly wish I couldsay it with a heartbeatSay it with aSay it with a heartheatSay it with a heartbeat
